salary_id,job_id,max_salary,med_salary,min_salary,pay_period,currency,compensation_type
50,3692362958,24.0,,22.0,HOURLY,USD,BASE_SALARY
51,3692363920,85000.0,,80000.0,YEARLY,USD,BASE_SALARY
52,3692364560,300000.0,,250000.0,YEARLY,USD,BASE_SALARY
53,3692368330,55189.0,,45052.0,YEARLY,USD,BASE_SALARY
54,3696987546,306000.0,,208000.0,YEARLY,USD,BASE_SALARY
55,3696987686,,17.3,,HOURLY,USD,BASE_SALARY
56,3696988111,175000.0,,119000.0,YEARLY,USD,BASE_SALARY
57,3696990096,306000.0,,208000.0,YEARLY,USD,BASE_SALARY
58,3696990991,,4000.0,,MONTHLY,USD,BASE_SALARY
59,3696990992,,4000.0,,MONTHLY,USD,BASE_SALARY
60,3696990993,,4000.0,,MONTHLY,USD,BASE_SALARY
61,3696993074,,17.3,,HOURLY,USD,BASE_SALARY
62,3696994822,,4000.0,,MONTHLY,USD,BASE_SALARY
63,3696994861,,4000.0,,MONTHLY,USD,BASE_SALARY
64,3696995466,,4000.0,,MONTHLY,USD,BASE_SALARY
65,3696997069,,4000.0,,MONTHLY,USD,BASE_SALARY
66,3696997071,,4000.0,,MONTHLY,USD,BASE_SALARY
67,3696998251,100000.0,,75000.0,YEARLY,USD,BASE_SALARY
68,3700191806,19.0,,17.0,HOURLY,USD,BASE_SALARY
69,3700326545,25.0,,18.0,HOURLY,USD,BASE_SALARY
70,3700333196,60000.0,,40000.0,YEARLY,USD,BASE_SALARY
71,3700345653,80000.0,,60000.0,YEARLY,USD,BASE_SALARY
72,3700347882,70000.0,,65000.0,YEARLY,USD,BASE_SALARY
73,3700368597,85000.0,,65000.0,YEARLY,USD,BASE_SALARY
74,3700377536,55000.0,,45000.0,YEARLY,USD,BASE_SALARY
75,3700386731,,18.0,,HOURLY,USD,BASE_SALARY
76,3700388143,85000.0,,80000.0,YEARLY,USD,BASE_SALARY
77,3700389632,125000.0,,68000.0,YEARLY,USD,BASE_SALARY
78,3700391622,85000.0,,70000.0,YEARLY,USD,BASE_SALARY
79,3700394316,25.0,,20.0,HOURLY,USD,BASE_SALARY
80,3700398203,60000.0,,60000.0,YEARLY,USD,BASE_SALARY
81,3700533944,,17.15,,HOURLY,USD,BASE_SALARY
82,3700534083,,17.0,,HOURLY,USD,BASE_SALARY
83,3700536480,256500.0,,139650.0,YEARLY,USD,BASE_SALARY
84,3700541621,13.5,,10.25,HOURLY,USD,BASE_SALARY
85,3700542410,184511.0,,104711.0,YEARLY,USD,BASE_SALARY
86,3700542993,205000.0,,112500.0,YEARLY,USD,BASE_SALARY
87,3700545279,15.0,,12.25,HOURLY,USD,BASE_SALARY
88,3700545776,95000.0,,83000.0,YEARLY,USD,BASE_SALARY
89,3700545792,191000.0,,114000.0,YEARLY,USD,BASE_SALARY
90,3700545914,,31.0,,HOURLY,USD,BASE_SALARY
91,3700545915,39.0,,31.0,HOURLY,USD,BASE_SALARY
92,3700545931,39.0,,31.0,HOURLY,USD,BASE_SALARY
93,3700545942,39.0,,31.0,HOURLY,USD,BASE_SALARY
94,3700546660,39.0,,31.0,HOURLY,USD,BASE_SALARY
95,3700546700,39.0,,31.0,HOURLY,USD,BASE_SALARY
96,3700546912,175000.0,,125000.0,YEARLY,USD,BASE_SALARY
97,3700547704,28.0,,24.0,HOURLY,USD,BASE_SALARY
98,3700547716,,31.0,,HOURLY,USD,BASE_SALARY
99,3700547722,39.0,,31.0,HOURLY,USD,BASE_SALARY
100,3700547732,39.0,,31.0,HOURLY,USD,BASE_SALARY
101,3700548312,200700.0,,167400.0,YEARLY,USD,BASE_SALARY
102,3700548314,,21.0,,HOURLY,USD,BASE_SALARY
103,3700548315,,21.0,,HOURLY,USD,BASE_SALARY
104,3700548351,39.0,,31.0,HOURLY,USD,BASE_SALARY
105,3700548550,175000.0,,125000.0,YEARLY,USD,BASE_SALARY
106,3700548756,105549.28,,68096.31,YEARLY,USD,BASE_SALARY
107,3700549188,39.0,,31.0,HOURLY,USD,BASE_SALARY
108,3700549194,39.0,,31.0,HOURLY,USD,BASE_SALARY
109,3700549196,42.0,,28.0,HOURLY,USD,BASE_SALARY
110,3700549219,47.0,,25.0,HOURLY,USD,BASE_SALARY
111,3700549581,,13.85,,HOURLY,USD,BASE_SALARY
112,3700549583,,13.85,,HOURLY,USD,BASE_SALARY
113,3700549640,40.0,,30.0,HOURLY,USD,BASE_SALARY
114,3700549696,247500.0,,133300.0,YEARLY,USD,BASE_SALARY
115,3700549721,21.9,,14.55,HOURLY,USD,BASE_SALARY
116,3700550019,185000.0,,115000.0,YEARLY,USD,BASE_SALARY
117,3700550106,39.0,,31.0,HOURLY,USD,BASE_SALARY
118,3700550107,39.0,,31.0,HOURLY,USD,BASE_SALARY
119,3700550116,39.0,,31.0,HOURLY,USD,BASE_SALARY
120,3700550306,175000.0,,125000.0,YEARLY,USD,BASE_SALARY
121,3700550327,175000.0,,125000.0,YEARLY,USD,BASE_SALARY
122,3700550924,175000.0,,125000.0,YEARLY,USD,BASE_SALARY
123,3700550930,150000.0,,110000.0,YEARLY,USD,BASE_SALARY
124,3700551068,39.0,,31.0,HOURLY,USD,BASE_SALARY
125,3700551078,35.0,,19.0,HOURLY,USD,BASE_SALARY
126,3700551092,39.0,,31.0,HOURLY,USD,BASE_SALARY
127,3700551241,93000.0,,73000.0,YEARLY,USD,BASE_SALARY
128,3700551319,175000.0,,125000.0,YEARLY,USD,BASE_SALARY
129,3700551320,175000.0,,125000.0,YEARLY,USD,BASE_SALARY
130,3700551805,95000.0,,74500.0,YEARLY,USD,BASE_SALARY
131,3700551840,106700.0,,59300.0,YEARLY,USD,BASE_SALARY
132,3700551891,175000.0,,125000.0,YEARLY,USD,BASE_SALARY
133,3700551940,175000.0,,125000.0,YEARLY,USD,BASE_SALARY
134,3700552042,39.0,,31.0,HOURLY,USD,BASE_SALARY
135,3700552043,39.0,,31.0,HOURLY,USD,BASE_SALARY
136,3700552264,175000.0,,125000.0,YEARLY,USD,BASE_SALARY
137,3700552599,34.62,,15.38,HOURLY,USD,BASE_SALARY
138,3700552890,175000.0,,125000.0,YEARLY,USD,BASE_SALARY
139,3700552990,119400.0,,89500.0,YEARLY,USD,BASE_SALARY
140,3700553388,40.0,,30.0,HOURLY,USD,BASE_SALARY
141,3700553847,225400.0,,175200.0,YEARLY,USD,BASE_SALARY
142,3700553874,374400.0,,283700.0,YEARLY,USD,BASE_SALARY
143,3700553886,25.8,,20.0,HOURLY,USD,BASE_SALARY
144,3700554332,40160.0,,35360.0,YEARLY,USD,BASE_SALARY
145,3700554333,,4800.0,,MONTHLY,USD,BASE_SALARY
146,3700554594,140000.0,,85000.0,YEARLY,USD,BASE_SALARY
147,3700554617,364400.0,,276100.0,YEARLY,USD,BASE_SALARY
148,3700554640,203100.0,,106400.0,YEARLY,USD,BASE_SALARY
149,3700555134,40.0,,30.0,HOURLY,USD,BASE_SALARY
150,3700555149,29.3,,20.0,HOURLY,USD,BASE_SALARY
151,3700555490,175000.0,,125000.0,YEARLY,USD,BASE_SALARY
152,3700555493,175000.0,,125000.0,YEARLY,USD,BASE_SALARY
153,3700555600,225400.0,,175200.0,YEARLY,USD,BASE_SALARY
154,3700555649,75.86,,75.86,HOURLY,USD,BASE_SALARY
155,3700556185,364400.0,,276100.0,YEARLY,USD,BASE_SALARY
156,3700556195,241200.0,,192700.0,YEARLY,USD,BASE_SALARY
157,3700557016,175000.0,,125000.0,YEARLY,USD,BASE_SALARY
158,3700557041,175000.0,,125000.0,YEARLY,USD,BASE_SALARY
159,3700557071,322500.0,,221200.0,YEARLY,USD,BASE_SALARY
160,3700558029,222200.0,,116400.0,YEARLY,USD,BASE_SALARY
161,3700559014,23.22,,18.0,HOURLY,USD,BASE_SALARY
162,85008768,52000.0,,45760.0,YEARLY,USD,BASE_SALARY
163,903408693,42000.0,,37000.0,YEARLY,USD,BASE_SALARY
164,1029078768,50.0,,50.0,HOURLY,USD,BASE_SALARY
165,1535492735,20.0,,18.0,HOURLY,USD,BASE_SALARY
166,2282679989,20.0,,15.0,HOURLY,USD,BASE_SALARY
167,2730408164,27.0,,18.0,HOURLY,USD,BASE_SALARY
168,2885838641,25.0,,18.0,HOURLY,USD,BASE_SALARY
169,3047547711,45.0,,25.0,HOURLY,USD,BASE_SALARY
170,3108036575,90309.0,,82981.0,YEARLY,USD,BASE_SALARY
171,3243289926,80000.0,,77000.0,YEARLY,USD,BASE_SALARY
172,3313349770,45000.0,,40000.0,YEARLY,USD,BASE_SALARY
173,3395626440,37.53,,27.63,HOURLY,USD,BASE_SALARY
174,3422104915,100000.0,,75000.0,YEARLY,USD,BASE_SALARY
175,3529464114,35.0,,25.0,HOURLY,USD,BASE_SALARY
176,3558876274,100000.0,,60000.0,YEARLY,USD,BASE_SALARY
177,3584068782,70000.0,,60000.0,YEARLY,USD,BASE_SALARY
178,3587919328,110000.0,,100000.0,YEARLY,USD,BASE_SALARY
179,3601203087,120000.0,,70000.0,YEARLY,USD,BASE_SALARY
180,3618024320,70000.0,,55000.0,YEARLY,USD,BASE_SALARY
181,3635154108,22.0,,18.0,HOURLY,USD,BASE_SALARY
182,3637608593,23.0,,18.0,HOURLY,USD,BASE_SALARY
183,3643209562,95500.0,,78000.0,YEARLY,USD,BASE_SALARY
184,3643371518,25.0,,20.0,HOURLY,USD,BASE_SALARY
185,3644109811,65000.0,,55000.0,YEARLY,USD,BASE_SALARY
186,3666015999,,33.59,,HOURLY,USD,BASE_SALARY
187,3668771880,87000.0,,60000.0,YEARLY,USD,BASE_SALARY
188,3669525119,,67.0,,HOURLY,USD,BASE_SALARY
189,3673294109,60000.0,,50000.0,YEARLY,USD,BASE_SALARY
190,3678500518,28.0,,24.0,HOURLY,USD,BASE_SALARY
191,3680164564,220000.0,,160000.0,YEARLY,USD,BASE_SALARY
192,3680807523,210287.09,,159694.45,YEARLY,USD,BASE_SALARY
193,3681440546,65000.0,,45000.0,YEARLY,USD,BASE_SALARY
194,3682818140,150.0,,100.0,YEARLY,USD,BASE_SALARY
195,3689394048,60.0,,45.0,HOURLY,USD,BASE_SALARY
196,3692363916,16.0,,14.0,HOURLY,USD,BASE_SALARY
197,3692364583,170000.0,,70000.0,YEARLY,USD,BASE_SALARY
198,3693028967,50.0,,15.0,HOURLY,USD,BASE_SALARY
199,3693032353,23.48,,23.48,HOURLY,USD,BASE_SALARY
200,3693033842,85000.0,,75000.0,YEARLY,USD,BASE_SALARY
201,3693034684,56.0,,51.0,HOURLY,USD,BASE_SALARY
202,3693035554,160000.0,,120000.0,YEARLY,USD,BASE_SALARY
203,3693036941,100000.0,,65000.0,YEARLY,USD,BASE_SALARY
204,3693037942,67243.0,,55999.0,YEARLY,USD,BASE_SALARY
205,3693038606,90000.0,,60000.0,YEARLY,USD,BASE_SALARY
206,3693038731,75000.0,,65000.0,YEARLY,USD,BASE_SALARY
207,3693039588,96180.0,,79060.0,YEARLY,USD,BASE_SALARY
208,3693039821,21.0,,14.0,HOURLY,USD,BASE_SALARY
209,3693039968,35.0,,30.0,HOURLY,USD,BASE_SALARY
210,3693039983,55000.0,,52000.0,YEARLY,USD,BASE_SALARY
211,3693040696,60.16,,38.26,HOURLY,USD,BASE_SALARY
212,3693040776,65000.0,,60000.0,YEARLY,USD,BASE_SALARY
213,3693040868,28.0,,22.0,HOURLY,USD,BASE_SALARY
214,3693040913,70000.0,,59000.0,YEARLY,USD,BASE_SALARY
215,3693040988,54.0,,42.0,HOURLY,USD,BASE_SALARY
216,3693041555,62000.0,,60000.0,YEARLY,USD,BASE_SALARY
217,3693041630,14.0,,14.0,HOURLY,USD,BASE_SALARY
218,3693041637,40.0,,35.0,HOURLY,USD,BASE_SALARY
219,3693041825,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
220,3693041882,23.0,,20.0,HOURLY,USD,BASE_SALARY
221,3693041894,105000.0,,95000.0,YEARLY,USD,BASE_SALARY
222,3693041907,75.0,,60.0,HOURLY,USD,BASE_SALARY
223,3693041910,49.0,,40.0,HOURLY,USD,BASE_SALARY
224,3693041913,46000.0,,42000.0,YEARLY,USD,BASE_SALARY
225,3693041916,80000.0,,70000.0,YEARLY,USD,BASE_SALARY
226,3693041922,95000.0,,75000.0,YEARLY,USD,BASE_SALARY
227,3693041930,27.0,,27.0,HOURLY,USD,BASE_SALARY
228,3693041955,160000.0,,110000.0,YEARLY,USD,BASE_SALARY
229,3693041956,60000.0,,50000.0,YEARLY,USD,BASE_SALARY
230,3693041960,145000.0,,90000.0,YEARLY,USD,BASE_SALARY
231,3693041970,27.65,,20.43,HOURLY,USD,BASE_SALARY
232,3693041982,125000.0,,95000.0,YEARLY,USD,BASE_SALARY
233,3693041983,16.0,,16.0,YEARLY,USD,BASE_SALARY
234,3693041990,150000.0,,60000.0,YEARLY,USD,BASE_SALARY
235,3693041994,25.0,,23.0,HOURLY,USD,BASE_SALARY
236,3693042772,,15.5,,HOURLY,USD,BASE_SALARY
237,3693042878,150000.0,,110000.0,YEARLY,USD,BASE_SALARY
238,3693042885,95000.0,,80000.0,YEARLY,USD,BASE_SALARY
239,3693042908,125000.0,,115000.0,YEARLY,USD,BASE_SALARY
240,3693042911,65000.0,,60000.0,YEARLY,USD,BASE_SALARY
241,3693042936,57.0,,50.0,HOURLY,USD,BASE_SALARY
242,3693042942,126000.0,,100000.0,YEARLY,USD,BASE_SALARY
243,3693042944,18.5,,15.0,HOURLY,USD,BASE_SALARY
244,3693042945,130000.0,,95000.0,YEARLY,USD,BASE_SALARY
245,3693042951,120000.0,,90000.0,YEARLY,USD,BASE_SALARY
246,3693042954,70000.0,,60000.0,YEARLY,USD,BASE_SALARY
247,3693042971,68000.0,,64000.0,YEARLY,USD,BASE_SALARY
248,3693042974,182700.0,,104400.0,YEARLY,USD,BASE_SALARY
249,3693042975,175000.0,,125000.0,YEARLY,USD,BASE_SALARY
250,3693042977,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
251,3693042983,17.5,,17.5,HOURLY,USD,BASE_SALARY
252,3693043308,110000.0,,85000.0,YEARLY,USD,BASE_SALARY
253,3693043359,18.0,,17.0,HOURLY,USD,BASE_SALARY
254,3693043608,25.0,,20.0,HOURLY,USD,BASE_SALARY
255,3693043623,150000.0,,130000.0,YEARLY,USD,BASE_SALARY
256,3693043626,34.94,,20.66,HOURLY,USD,BASE_SALARY
257,3693043649,90956.0,,79254.0,YEARLY,USD,BASE_SALARY
258,3693043650,55000.0,,35000.0,YEARLY,USD,BASE_SALARY
259,3693043655,220000.0,,180000.0,YEARLY,USD,BASE_SALARY
260,3693043658,31.35,,19.54,HOURLY,USD,BASE_SALARY
261,3693043675,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
262,3693043688,85000.0,,80000.0,YEARLY,USD,BASE_SALARY
263,3693043689,27.0,,22.0,HOURLY,USD,BASE_SALARY
264,3693043692,,43.0,,HOURLY,USD,BASE_SALARY
265,3693043695,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
266,3693043698,130000.0,,110000.0,YEARLY,USD,BASE_SALARY
267,3693043700,75.0,,65.0,HOURLY,USD,BASE_SALARY
268,3693043702,95000.0,,75000.0,YEARLY,USD,BASE_SALARY
269,3693043721,170000.0,,155000.0,YEARLY,USD,BASE_SALARY
270,3693043725,225000.0,,180000.0,YEARLY,USD,BASE_SALARY
271,3693043727,105.0,,95.0,HOURLY,USD,BASE_SALARY
272,3693043736,115000.0,,95000.0,YEARLY,USD,BASE_SALARY
273,3693043742,145000.0,,90000.0,YEARLY,USD,BASE_SALARY
274,3693043747,,20.0,,HOURLY,USD,BASE_SALARY
275,3693043758,70000.0,,60000.0,YEARLY,USD,BASE_SALARY
276,3693043812,24.0,,20.0,HOURLY,USD,BASE_SALARY
277,3693043815,60.0,,60.0,HOURLY,USD,BASE_SALARY
278,3693043836,90000.0,,75000.0,YEARLY,USD,BASE_SALARY
279,3693043839,189735.0,,125580.0,YEARLY,USD,BASE_SALARY
280,3693043840,35.0,,35.0,HOURLY,USD,BASE_SALARY
281,3693043845,25.0,,25.0,HOURLY,USD,BASE_SALARY
282,3693043848,38.0,,35.0,YEARLY,USD,BASE_SALARY
283,3693043849,25.0,,25.0,HOURLY,USD,BASE_SALARY
284,3693043850,85000.0,,80000.0,YEARLY,USD,BASE_SALARY
285,3693043851,70.0,,55.0,HOURLY,USD,BASE_SALARY
286,3693043852,150000.0,,130000.0,YEARLY,USD,BASE_SALARY
287,3693043855,65000.0,,60000.0,YEARLY,USD,BASE_SALARY
288,3693043860,22.0,,18.0,HOURLY,USD,BASE_SALARY
289,3693043870,125000.0,,100000.0,YEARLY,USD,BASE_SALARY
290,3693043871,75000.0,,67000.0,YEARLY,USD,BASE_SALARY
291,3693043876,125000.0,,100000.0,YEARLY,USD,BASE_SALARY
292,3693043878,135000.0,,125000.0,YEARLY,USD,BASE_SALARY
293,3693043881,160000.0,,140000.0,YEARLY,USD,BASE_SALARY
294,3693043884,60000.0,,50000.0,YEARLY,USD,BASE_SALARY
295,3693043905,24.0,,22.0,HOURLY,USD,BASE_SALARY
296,3693043913,90000.0,,70000.0,YEARLY,USD,BASE_SALARY
297,3693043918,65.0,,60.0,HOURLY,USD,BASE_SALARY
298,3693043936,90000.0,,70000.0,YEARLY,USD,BASE_SALARY
299,3693043945,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
300,3693043959,120000.0,,95000.0,YEARLY,USD,BASE_SALARY
301,3693043967,,60.0,,HOURLY,USD,BASE_SALARY
302,3693043976,105000.0,,90000.0,YEARLY,USD,BASE_SALARY
303,3693043980,100000.0,,80000.0,YEARLY,USD,BASE_SALARY
304,3693044269,55.0,,50.0,HOURLY,USD,BASE_SALARY
305,3693044271,18.0,,16.0,YEARLY,USD,BASE_SALARY
306,3693044273,125000.0,,85000.0,YEARLY,USD,BASE_SALARY
307,3693044277,70000.0,,50000.0,YEARLY,USD,BASE_SALARY
308,3693044281,113000.0,,75300.0,YEARLY,USD,BASE_SALARY
309,3693044299,24.0,,20.0,HOURLY,USD,BASE_SALARY
310,3693044300,28.0,,24.0,HOURLY,USD,BASE_SALARY
311,3693044307,100000.0,,95000.0,YEARLY,USD,BASE_SALARY
312,3693044310,55.0,,42.0,HOURLY,USD,BASE_SALARY
313,3693044312,60000.0,,60000.0,YEARLY,USD,BASE_SALARY
314,3693044317,65.0,,53.0,HOURLY,USD,BASE_SALARY
315,3693044318,30.0,,27.0,HOURLY,USD,BASE_SALARY
316,3693044326,250000.0,,175000.0,YEARLY,USD,BASE_SALARY
317,3693044327,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
318,3693044338,26.0,,26.0,HOURLY,USD,BASE_SALARY
319,3693044340,180000.0,,160000.0,YEARLY,USD,BASE_SALARY
320,3693044348,104622.0,,85406.0,YEARLY,USD,BASE_SALARY
321,3693044349,170000.0,,120000.0,YEARLY,USD,BASE_SALARY
322,3693044351,110000.0,,95000.0,YEARLY,USD,BASE_SALARY
323,3693044363,75000.0,,60000.0,YEARLY,USD,BASE_SALARY
324,3693044376,33.0,,30.0,HOURLY,USD,BASE_SALARY
325,3693044419,126815.0,,83265.0,YEARLY,USD,BASE_SALARY
326,3693044420,70000.0,,60000.0,YEARLY,USD,BASE_SALARY
327,3693044456,220000.0,,180000.0,YEARLY,USD,BASE_SALARY
328,3693044457,55.0,,50.0,HOURLY,USD,BASE_SALARY
329,3693044461,115000.0,,90000.0,YEARLY,USD,BASE_SALARY
330,3693044463,95000.0,,85000.0,YEARLY,USD,BASE_SALARY
331,3693044473,35.0,,28.0,HOURLY,USD,BASE_SALARY
332,3693044477,75000.0,,45000.0,YEARLY,USD,BASE_SALARY
333,3693044479,65000.0,,55000.0,YEARLY,USD,BASE_SALARY
334,3693044480,32.0,,29.0,HOURLY,USD,BASE_SALARY
335,3693044491,45.0,,40.0,HOURLY,USD,BASE_SALARY
336,3693044497,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
337,3693044517,60000.0,,50000.0,YEARLY,USD,BASE_SALARY
338,3693044535,65000.0,,65000.0,YEARLY,USD,BASE_SALARY
339,3693044540,38000.0,,35000.0,YEARLY,USD,BASE_SALARY
340,3693044545,22.0,,22.0,HOURLY,USD,BASE_SALARY
341,3693044547,120000.0,,85000.0,YEARLY,USD,BASE_SALARY
342,3693044557,146000.0,,115000.0,YEARLY,USD,BASE_SALARY
343,3693044565,184305.0,,140056.0,YEARLY,USD,BASE_SALARY
344,3693044568,,150000.0,,YEARLY,USD,BASE_SALARY
345,3693044578,138792.0,,110940.0,YEARLY,USD,BASE_SALARY
346,3693044608,160000.0,,140000.0,YEARLY,USD,BASE_SALARY
347,3693044634,230000.0,,200000.0,YEARLY,USD,BASE_SALARY
348,3693044635,150000.0,,125000.0,YEARLY,USD,BASE_SALARY
349,3693044649,85000.0,,75000.0,YEARLY,USD,BASE_SALARY
350,3693044650,25.0,,22.0,HOURLY,USD,BASE_SALARY
351,3693044658,85000.0,,65000.0,YEARLY,USD,BASE_SALARY
352,3693044669,200000.0,,160000.0,YEARLY,USD,BASE_SALARY
353,3693044673,158000.0,,130000.0,YEARLY,USD,BASE_SALARY
354,3693044699,75.0,,42.0,HOURLY,USD,BASE_SALARY
355,3693044705,135000.0,,90000.0,YEARLY,USD,BASE_SALARY
356,3693044714,8000.0,,2000.0,MONTHLY,USD,BASE_SALARY
357,3693044727,75000.0,,65000.0,YEARLY,USD,BASE_SALARY
358,3693044736,95000.0,,85000.0,YEARLY,USD,BASE_SALARY
359,3693044741,,47.0,,HOURLY,USD,BASE_SALARY
360,3693044744,85000.0,,75000.0,YEARLY,USD,BASE_SALARY
361,3693044745,57000.0,,52000.0,YEARLY,USD,BASE_SALARY
362,3693044748,6907.0,,5518.0,MONTHLY,USD,BASE_SALARY
363,3693044760,,135000.0,,YEARLY,USD,BASE_SALARY
364,3693044765,160000.0,,150000.0,YEARLY,USD,BASE_SALARY
365,3693044800,56.0,,50.0,HOURLY,USD,BASE_SALARY
366,3693044806,107.14,,90.0,HOURLY,USD,BASE_SALARY
367,3693044807,80000.0,,70000.0,YEARLY,USD,BASE_SALARY
368,3693044809,25.0,,25.0,HOURLY,USD,BASE_SALARY
369,3693044837,85.0,,80.0,HOURLY,USD,BASE_SALARY
370,3693044845,50.0,,38.0,HOURLY,USD,BASE_SALARY
371,3693044873,89000.0,,89000.0,YEARLY,USD,BASE_SALARY
372,3693044878,52.0,,40.0,HOURLY,USD,BASE_SALARY
373,3693044886,87000.0,,80000.0,YEARLY,USD,BASE_SALARY
374,3693044890,115.0,,78.0,HOURLY,USD,BASE_SALARY
375,3693044891,25.0,,20.0,HOURLY,USD,BASE_SALARY
376,3693044911,85000.0,,85000.0,YEARLY,USD,BASE_SALARY
377,3693044914,110000.0,,65000.0,YEARLY,USD,BASE_SALARY
378,3693044917,20.0,,17.0,HOURLY,USD,BASE_SALARY
379,3693044919,125000.0,,100000.0,YEARLY,USD,BASE_SALARY
380,3693044924,27300.0,,19000.0,YEARLY,USD,BASE_SALARY
381,3693044925,250.0,,200.0,HOURLY,USD,BASE_SALARY
382,3693044955,86000.0,,66500.0,YEARLY,USD,BASE_SALARY
383,3693044964,220000.0,,80000.0,YEARLY,USD,BASE_SALARY
384,3693044984,65.0,,60.0,HOURLY,USD,BASE_SALARY
385,3693044985,70.0,,65.0,HOURLY,USD,BASE_SALARY
386,3693045025,30.0,,26.87,HOURLY,USD,BASE_SALARY
387,3693045160,100000.0,,60000.0,YEARLY,USD,BASE_SALARY
388,3693045172,,70000.0,,YEARLY,USD,BASE_SALARY
389,3693045179,130000.0,,120000.0,YEARLY,USD,BASE_SALARY
390,3693045185,100.0,,100.0,HOURLY,USD,BASE_SALARY
391,3693045191,95.0,,90.0,HOURLY,USD,BASE_SALARY
392,3693045195,65000.0,,55000.0,YEARLY,USD,BASE_SALARY
393,3693045222,185500.0,,95300.0,YEARLY,USD,BASE_SALARY
394,3693045232,80000.0,,65000.0,YEARLY,USD,BASE_SALARY
395,3693045236,23.0,,20.0,HOURLY,USD,BASE_SALARY
396,3693045237,26.0,,24.0,HOURLY,USD,BASE_SALARY
397,3693045241,75.0,,65.0,HOURLY,USD,BASE_SALARY
398,3693045242,26.0,,20.0,HOURLY,USD,BASE_SALARY
