id_assessment,id_student,date_submitted,is_banked,score,code_module
14984,143741,18,0,74.0,BBB
14984,145544,19,0,77.0,BBB
14984,147876,22,0,84.0,BBB
14984,151697,17,0,86.0,BBB
14984,152153,18,0,67.0,BBB
14984,152910,18,0,72.0,BBB
14984,152929,18,0,73.0,BBB
14984,153212,18,0,90.0,BBB
14984,153704,18,0,83.0,BBB
14984,154027,18,0,76.0,BBB
14984,154125,18,0,79.0,BBB
14984,154540,17,0,83.0,BBB
14984,156835,18,0,80.0,BBB
14984,161678,26,0,40.0,BBB
14984,165243,18,0,80.0,BBB
14984,169515,-5,0,70.0,BBB
14984,170356,18,0,65.0,BBB
14984,173316,18,0,60.0,BBB
14984,173335,18,0,73.0,BBB
14984,179605,16,0,60.0,BBB
14984,182824,19,0,71.0,BBB
14984,183806,18,0,85.0,BBB
14984,185349,14,0,79.0,BBB
14984,186670,18,0,60.0,BBB
14984,186780,77,0,,BBB
14984,186988,24,0,53.0,BBB
14984,187793,18,0,50.0,BBB
14984,188152,18,0,87.0,BBB
14984,192424,17,0,80.0,BBB
14984,193822,18,0,70.0,BBB
14984,197595,18,0,75.0,BBB
14984,198956,18,0,89.0,BBB
14984,199520,17,0,75.0,BBB
14984,200905,19,0,66.0,BBB
14984,203108,19,0,85.0,BBB
14984,203481,19,0,79.0,BBB
14984,204746,17,0,78.0,BBB
14984,226374,18,0,78.0,BBB
14984,226827,16,0,81.0,BBB
14984,229240,17,0,69.0,BBB
14984,229426,11,0,75.0,BBB
14984,232695,18,0,75.0,BBB
14984,235097,18,0,61.0,BBB
14984,237304,21,0,45.0,BBB
14984,237913,19,0,88.0,BBB
14984,242149,17,0,75.0,BBB
14984,245404,18,0,86.0,BBB
14984,247267,18,0,85.0,BBB
14984,248103,18,0,77.0,BBB
14984,249534,19,0,59.0,BBB
14984,251351,18,0,82.0,BBB
14984,252340,9,0,78.0,BBB
14984,255347,15,0,80.0,BBB
14984,255998,19,0,49.0,BBB
14984,262294,19,0,30.0,BBB
14984,262454,19,0,70.0,BBB
14984,262741,19,0,84.0,BBB
14984,263499,18,0,73.0,BBB
14984,265958,19,0,80.0,BBB
14984,267761,17,0,80.0,BBB
14984,269076,15,0,64.0,BBB
14984,270567,18,0,85.0,BBB
14984,271036,13,0,62.0,BBB
14984,272580,16,0,80.0,BBB
14984,273731,13,0,80.0,BBB
14984,273877,19,0,58.0,BBB
14984,276717,18,0,90.0,BBB
14984,277733,17,0,73.0,BBB
14984,278447,19,0,82.0,BBB
14984,281564,17,0,60.0,BBB
14984,284076,11,0,71.0,BBB
14984,285633,17,0,61.0,BBB
14984,285912,18,0,83.0,BBB
14984,288380,25,0,54.0,BBB
14984,288990,23,0,51.0,BBB
14984,290550,18,0,74.0,BBB
14984,291037,17,0,61.0,BBB
14984,291194,18,0,71.0,BBB
14984,292027,14,0,80.0,BBB
14984,294381,18,0,71.0,BBB
14984,294961,18,0,65.0,BBB
14984,294999,18,0,62.0,BBB
14984,295754,19,0,83.0,BBB
14984,297484,15,0,88.0,BBB
14984,298322,16,0,67.0,BBB
14984,298476,19,0,73.0,BBB
14984,306886,22,0,65.0,BBB
14984,309175,19,0,60.0,BBB
14984,309709,19,0,65.0,BBB
14984,309734,19,0,71.0,BBB
14984,311042,18,0,65.0,BBB
14984,312141,17,0,68.0,BBB
14984,313810,18,0,87.0,BBB
14984,315186,15,0,80.0,BBB
14984,316841,17,0,73.0,BBB
14984,318056,17,0,85.0,BBB
14984,318101,19,0,59.0,BBB
14984,319209,17,0,82.0,BBB
14984,322960,18,0,87.0,BBB
14984,324236,19,0,75.0,BBB
14984,325511,18,0,73.0,BBB
14984,325879,16,0,65.0,BBB
14984,326012,26,0,64.0,BBB
14984,329226,13,0,75.0,BBB
14984,329321,18,0,50.0,BBB
14984,329800,19,0,85.0,BBB
14984,331354,17,0,75.0,BBB
14984,331844,13,0,80.0,BBB
14984,333129,19,0,50.0,BBB
14984,333837,19,0,85.0,BBB
14984,334291,18,0,75.0,BBB
14984,334794,19,0,53.0,BBB
14984,335421,23,0,51.0,BBB
14984,335910,19,0,65.0,BBB
14984,336165,24,0,35.0,BBB
14984,338056,17,0,67.0,BBB
14984,338861,17,0,63.0,BBB
14984,339379,16,0,85.0,BBB
14984,339946,19,0,86.0,BBB
14984,340831,19,0,75.0,BBB
14984,341040,11,0,83.0,BBB
14984,341229,17,0,70.0,BBB
14984,341509,19,0,65.0,BBB
14984,349040,10,0,72.0,BBB
14984,350622,39,0,84.0,BBB
14984,350795,19,0,78.0,BBB
14984,351271,18,0,75.0,BBB
14984,351290,16,0,68.0,BBB
14984,351543,-1,1,35.0,BBB
14984,352161,26,0,75.0,BBB
14984,352364,12,0,92.0,BBB
14984,353093,17,0,73.0,BBB
14984,353352,18,0,82.0,BBB
14984,354058,17,0,61.0,BBB
14984,354895,17,0,83.0,BBB
14984,355369,28,0,70.0,BBB
14984,355998,18,0,55.0,BBB
14984,357030,18,0,70.0,BBB
14984,357928,15,0,59.0,BBB
14984,360188,16,0,93.0,BBB
14984,360489,17,0,80.0,BBB
14984,360877,18,0,82.0,BBB
14984,361603,18,0,80.0,BBB
14984,362760,18,0,43.0,BBB
14984,362877,18,0,57.0,BBB
14984,363401,19,0,39.0,BBB
14984,363416,20,0,75.0,BBB
14984,363660,16,0,80.0,BBB
14984,365439,19,0,78.0,BBB
14984,365452,19,0,69.0,BBB
14984,365488,24,0,79.0,BBB
14984,365707,18,0,80.0,BBB
14984,367304,27,0,60.0,BBB
14984,367348,23,0,70.0,BBB
14984,367609,18,0,85.0,BBB
14984,370302,19,0,40.0,BBB
14984,370720,17,0,69.0,BBB
14984,371679,16,0,95.0,BBB
14984,374102,18,0,77.0,BBB
14984,374234,17,0,75.0,BBB
14984,376617,19,0,68.0,BBB
14984,377759,17,0,85.0,BBB
14984,377846,19,0,55.0,BBB
14984,377905,19,0,75.0,BBB
14984,378462,18,0,90.0,BBB
14984,378543,19,0,83.0,BBB
14984,378721,27,0,65.0,BBB
14984,379402,19,0,60.0,BBB
14984,381722,18,0,73.0,BBB
14984,384678,18,0,48.0,BBB
14984,384909,17,0,60.0,BBB
14984,385034,18,0,68.0,BBB
14984,386348,-1,1,78.0,BBB
14984,387702,19,0,75.0,BBB
14984,388205,18,0,62.0,BBB
14984,388360,13,0,68.0,BBB
14984,388410,19,0,74.0,BBB
14984,388484,19,0,66.0,BBB
14984,389369,18,0,87.0,BBB
14984,390220,18,0,76.0,BBB
14984,390442,26,0,83.0,BBB
14984,390461,19,0,55.0,BBB
14984,392213,17,0,65.0,BBB
14984,392281,20,0,73.0,BBB
14984,392428,18,0,66.0,BBB
14984,392614,18,0,73.0,BBB
14984,397118,6,0,75.0,BBB
14984,398084,19,0,85.0,BBB
14984,400049,18,0,55.0,BBB
14984,400469,19,0,85.0,BBB
14984,400474,16,0,84.0,BBB
14984,400894,-1,1,85.0,BBB
14984,401339,19,0,92.0,BBB
14984,401349,17,0,85.0,BBB
14984,403093,19,0,57.0,BBB
14984,404022,18,0,87.0,BBB
14984,405471,18,0,81.0,BBB
14984,405746,22,0,71.0,BBB
14984,405995,19,0,77.0,BBB
14984,406311,18,0,61.0,BBB
14984,406416,18,0,95.0,BBB
14984,406974,17,0,81.0,BBB
14984,408112,19,0,65.0,BBB
14984,409662,17,0,70.0,BBB
14984,410739,18,0,72.0,BBB
14984,412407,19,0,77.0,BBB
14984,412654,18,0,80.0,BBB
14984,413984,18,0,70.0,BBB
14984,414958,19,0,85.0,BBB
14984,415716,15,0,70.0,BBB
14984,415760,31,0,86.0,BBB
14984,416007,18,0,70.0,BBB
14984,416314,12,0,55.0,BBB
14984,416654,18,0,72.0,BBB
14984,417462,18,0,80.0,BBB
14984,418065,19,0,55.0,BBB
14984,418325,-3,0,75.0,BBB
14984,420604,19,0,80.0,BBB
14984,421205,18,0,42.0,BBB
14984,422070,19,0,65.0,BBB
14984,423314,17,0,50.0,BBB
14984,423871,19,0,80.0,BBB
14984,425808,17,0,79.0,BBB
14984,425817,20,0,77.0,BBB
14984,425820,18,0,81.0,BBB
14984,426650,19,0,87.0,BBB
14984,426838,18,0,84.0,BBB
14984,427536,17,0,65.0,BBB
14984,427704,19,0,65.0,BBB
14984,427773,18,0,74.0,BBB
14984,429038,19,0,83.0,BBB
14984,430357,19,0,51.0,BBB
14984,431071,66,0,60.0,BBB
14984,432004,22,0,33.0,BBB
14984,432232,18,0,63.0,BBB
14984,432319,44,0,77.0,BBB
14984,432870,19,0,72.0,BBB
14984,433531,14,0,75.0,BBB
14984,433755,17,0,90.0,BBB
14984,433939,18,0,73.0,BBB
14984,434192,18,0,85.0,BBB
14984,434353,17,0,80.0,BBB
14984,434646,22,0,67.0,BBB
14984,435245,18,0,82.0,BBB
14984,437562,15,0,80.0,BBB
14984,437967,17,0,72.0,BBB
14984,438703,47,0,75.0,BBB
14984,439857,13,0,75.0,BBB
14984,440057,22,0,63.0,BBB
14984,440509,18,0,74.0,BBB
14984,441000,19,0,52.0,BBB
14984,441181,17,0,48.0,BBB
14984,441255,19,0,97.0,BBB
14984,442012,15,0,80.0,BBB
14984,442143,22,0,87.0,BBB
14984,442183,18,0,83.0,BBB
14984,442456,19,0,40.0,BBB
14984,442466,-1,1,72.0,BBB
14984,443108,19,0,73.0,BBB
14984,443288,18,0,83.0,BBB
14984,444117,16,0,77.0,BBB
14984,444408,19,0,84.0,BBB
14984,444784,29,0,70.0,BBB
14984,444926,26,0,56.0,BBB
14984,445065,16,0,74.0,BBB
14984,445125,17,0,73.0,BBB
14984,445889,15,0,55.0,BBB
14984,446045,16,0,65.0,BBB
14984,446247,18,0,83.0,BBB
14984,446357,43,0,53.0,BBB
14984,446856,17,0,76.0,BBB
14984,447759,18,0,85.0,BBB
14984,447782,19,0,38.0,BBB
14984,465599,19,0,65.0,BBB
14984,465730,19,0,78.0,BBB
14984,466037,19,0,95.0,BBB
14984,466800,18,0,69.0,BBB
14984,466810,13,0,77.0,BBB
14984,466959,19,0,65.0,BBB
14984,466973,24,0,75.0,BBB
14984,467035,18,0,80.0,BBB
14984,467292,19,0,73.0,BBB
14984,467756,18,0,67.0,BBB
14984,468021,19,0,51.0,BBB
14984,468792,19,0,87.0,BBB
14984,468949,19,0,73.0,BBB
14984,469683,19,0,50.0,BBB
14984,470318,17,0,80.0,BBB
14984,470653,18,0,83.0,BBB
14984,471219,18,0,74.0,BBB
14984,471525,16,0,79.0,BBB
14984,472182,19,0,69.0,BBB
14984,472348,22,0,38.0,BBB
14984,472586,18,0,40.0,BBB
14984,473095,19,0,68.0,BBB
14984,473328,18,0,85.0,BBB
14984,475095,19,0,95.0,BBB
14984,475460,18,0,59.0,BBB
14984,475688,28,0,49.0,BBB
14984,476037,91,0,48.0,BBB
14984,476201,18,0,73.0,BBB
14984,476297,25,0,58.0,BBB
14984,476369,17,0,90.0,BBB
14984,476457,19,0,68.0,BBB
14984,476596,18,0,73.0,BBB
14984,476709,19,0,80.0,BBB
14984,476710,19,0,70.0,BBB
14984,476783,13,0,78.0,BBB
14984,477009,11,0,69.0,BBB
14984,477011,25,0,68.0,BBB
14984,477164,18,0,65.0,BBB
14984,477167,15,0,64.0,BBB
14984,477734,15,0,56.0,BBB
14984,477835,27,0,63.0,BBB
14984,478317,19,0,67.0,BBB
14984,478444,18,0,73.0,BBB
14984,478792,19,0,69.0,BBB
14984,478873,34,0,58.0,BBB
14984,479060,17,0,95.0,BBB
14984,479171,16,0,78.0,BBB
14984,479343,8,0,83.0,BBB
14984,479516,18,0,81.0,BBB
14984,479519,17,0,75.0,BBB
14984,480382,19,0,72.0,BBB
14984,480458,19,0,61.0,BBB
14984,480507,14,0,77.0,BBB
14984,480554,18,0,85.0,BBB
14984,480650,18,0,88.0,BBB
14984,480815,13,0,57.0,BBB
14984,481010,18,0,93.0,BBB
14984,481143,17,0,62.0,BBB
14984,481580,17,0,75.0,BBB
14984,481607,17,0,85.0,BBB
14984,482467,17,0,70.0,BBB
14984,482710,32,0,79.0,BBB
14984,482766,15,0,70.0,BBB
14984,482945,31,0,58.0,BBB
14984,483064,18,0,72.0,BBB
14984,483074,22,0,82.0,BBB
14984,483109,16,0,65.0,BBB
14984,483243,14,0,72.0,BBB
14984,483371,17,0,77.0,BBB
14984,483411,19,0,83.0,BBB
14984,483479,19,0,84.0,BBB
14984,483952,18,0,54.0,BBB
14984,484039,19,0,70.0,BBB
14984,484135,19,0,73.0,BBB
14984,484768,16,0,60.0,BBB
14984,484885,-1,1,57.0,BBB
14984,484933,17,0,88.0,BBB
14984,485399,18,0,73.0,BBB
14984,485630,16,0,62.0,BBB
14984,486099,18,0,85.0,BBB
14984,486282,26,0,67.0,BBB
14984,486391,9,0,79.0,BBB
14984,486521,17,0,72.0,BBB
14984,486656,18,0,80.0,BBB
14984,487329,19,0,68.0,BBB
14984,487646,15,0,70.0,BBB
14984,488185,18,0,72.0,BBB
14984,488425,19,0,78.0,BBB
14984,488477,18,0,62.0,BBB
14984,488863,18,0,74.0,BBB
14984,489251,16,0,63.0,BBB
14984,490152,18,0,78.0,BBB
14984,490514,17,0,75.0,BBB
14984,492182,17,0,85.0,BBB
14984,492240,18,0,88.0,BBB
14984,492590,15,0,75.0,BBB
14984,492946,18,0,70.0,BBB
14984,493186,18,0,80.0,BBB
14984,493377,38,0,73.0,BBB
14984,493451,20,0,77.0,BBB
14984,493515,20,0,87.0,BBB
14984,493773,19,0,81.0,BBB
14984,493912,19,0,60.0,BBB
14984,493958,19,0,55.0,BBB
14984,494095,20,0,68.0,BBB
14984,494278,19,0,91.0,BBB
14984,494786,17,0,79.0,BBB
14984,494838,23,0,77.0,BBB
14984,494840,23,0,77.0,BBB
14984,494927,18,0,84.0,BBB
14984,495674,10,0,43.0,BBB
14984,495856,18,0,86.0,BBB
14984,496041,19,0,77.0,BBB
14984,496070,18,0,65.0,BBB
14984,496220,18,0,59.0,BBB
14984,496243,16,0,67.0,BBB
14984,496674,14,0,42.0,BBB
14984,497278,39,0,65.0,BBB
14984,497280,19,0,69.0,BBB
14984,497468,17,0,68.0,BBB
14984,497793,17,0,69.0,BBB
14984,498065,15,0,79.0,BBB
14984,498131,18,0,63.0,BBB
14984,498175,17,0,75.0,BBB
14984,498296,18,0,73.0,BBB
14984,498371,16,0,50.0,BBB
14984,498455,19,0,50.0,BBB
14984,498967,17,0,58.0,BBB
14984,499027,22,0,65.0,BBB
14984,499067,18,0,45.0,BBB
14984,499118,19,0,75.0,BBB
14984,499380,13,0,85.0,BBB
14984,499387,19,0,62.0,BBB
14984,499483,20,0,60.0,BBB
14984,499511,17,0,88.0,BBB
14984,499891,18,0,70.0,BBB
14984,500507,19,0,69.0,BBB
14984,500585,1,0,57.0,BBB
14984,500659,19,0,39.0,BBB
14984,500719,17,0,80.0,BBB
14984,500791,29,0,69.0,BBB
14984,500815,17,0,76.0,BBB
14984,500819,17,0,81.0,BBB
14984,500836,23,0,85.0,BBB
14984,500958,18,0,69.0,BBB
14984,501432,17,0,73.0,BBB
14984,501550,16,0,81.0,BBB
14984,501879,18,0,75.0,BBB
14984,501955,33,0,56.0,BBB
14984,502088,19,0,85.0,BBB
14984,502131,18,0,77.0,BBB
14984,502441,16,0,65.0,BBB
14984,502604,19,0,65.0,BBB
14984,502694,18,0,69.0,BBB
14984,502713,18,0,75.0,BBB
14984,502717,19,0,67.0,BBB
14984,502872,19,0,81.0,BBB
14984,503353,18,0,75.0,BBB
14984,503390,18,0,75.0,BBB
14984,503491,18,0,74.0,BBB
14984,503509,19,0,80.0,BBB
14984,503878,18,0,66.0,BBB
14984,504014,25,0,55.0,BBB
14984,504021,21,0,56.0,BBB
14984,504028,18,0,79.0,BBB
14984,504102,18,0,53.0,BBB
14984,504936,18,0,71.0,BBB
14984,505376,22,0,73.0,BBB
14984,505417,23,0,67.0,BBB
14984,505595,19,0,68.0,BBB
14984,505606,18,0,80.0,BBB
14984,505871,22,0,75.0,BBB
14984,505959,20,0,61.0,BBB
14984,505961,18,0,64.0,BBB
14984,506233,8,0,55.0,BBB
14984,506360,19,0,71.0,BBB
14984,506650,18,0,54.0,BBB
14984,506753,15,0,82.0,BBB
14984,507184,19,0,75.0,BBB
14984,507359,25,0,80.0,BBB
14984,507817,19,0,80.0,BBB
14984,508452,18,0,60.0,BBB
14984,508537,18,0,94.0,BBB
14984,508662,19,0,62.0,BBB
14984,509226,17,0,77.0,BBB
14984,509768,17,0,95.0,BBB
14984,509797,19,0,65.0,BBB
14984,509901,29,0,51.0,BBB
14984,509926,18,0,83.0,BBB
14984,510141,19,0,55.0,BBB
14984,510492,19,0,61.0,BBB
14984,510556,17,0,77.0,BBB
14984,510756,18,0,76.0,BBB
14984,510845,25,0,70.0,BBB
14984,511050,3,0,80.0,BBB
14984,511067,18,0,74.0,BBB
14984,511306,7,0,90.0,BBB
14984,511459,18,0,53.0,BBB
14984,511474,18,0,80.0,BBB
14984,511515,18,0,47.0,BBB
14984,511524,16,0,77.0,BBB
14984,511527,18,0,58.0,BBB
14984,511693,13,0,64.0,BBB
14984,512070,29,0,53.0,BBB
14984,512180,15,0,49.0,BBB
14984,512242,17,0,70.0,BBB
14984,512805,18,0,85.0,BBB
14984,512883,18,0,54.0,BBB
14984,512911,20,0,63.0,BBB
14984,512929,14,0,95.0,BBB
14984,512995,22,0,72.0,BBB
14984,513093,15,0,73.0,BBB
14984,513210,18,0,61.0,BBB
14984,513315,15,0,54.0,BBB
14984,513733,18,0,71.0,BBB
14984,513757,19,0,77.0,BBB
14984,513881,14,0,73.0,BBB
14984,514140,17,0,61.0,BBB
14984,514981,18,0,75.0,BBB
14984,514987,19,0,63.0,BBB
14984,515035,62,0,58.0,BBB
14984,515105,15,0,75.0,BBB
14984,515311,19,0,74.0,BBB
14984,515474,18,0,64.0,BBB
14984,515497,18,0,66.0,BBB
14984,515959,18,0,74.0,BBB
14984,516057,19,0,85.0,BBB
14984,516432,19,0,60.0,BBB
14984,516456,19,0,75.0,BBB
14984,516475,19,0,85.0,BBB
14984,516495,19,0,58.0,BBB
14984,516529,9,0,87.0,BBB
14984,516841,16,0,76.0,BBB
14984,517043,17,0,65.0,BBB
14984,517474,17,0,77.0,BBB
14984,517617,18,0,70.0,BBB
14984,517778,17,0,72.0,BBB
14984,517853,-1,1,70.0,BBB
14984,517890,19,0,78.0,BBB
14984,518189,19,0,75.0,BBB
14984,518469,17,0,85.0,BBB
14984,518876,17,0,68.0,BBB
14984,518879,13,0,76.0,BBB
14984,518904,19,0,53.0,BBB
14984,518970,18,0,65.0,BBB
14984,519222,18,0,78.0,BBB
14984,519387,19,0,69.0,BBB
14984,519602,19,0,80.0,BBB
14984,519800,18,0,87.0,BBB
14984,520836,19,0,70.0,BBB
14984,521096,17,0,87.0,BBB
14984,521394,16,0,89.0,BBB
14984,521430,16,0,62.0,BBB
14984,521764,15,0,72.0,BBB
14984,521903,18,0,73.0,BBB
14984,522090,19,0,73.0,BBB
14984,522249,19,0,65.0,BBB
14984,522373,17,0,73.0,BBB
14984,522383,18,0,75.0,BBB
14984,523012,16,0,85.0,BBB
14984,523596,22,0,71.0,BBB
14984,523630,19,0,83.0,BBB
14984,523672,18,0,40.0,BBB
14984,523966,15,0,85.0,BBB
14984,524101,16,0,75.0,BBB
14984,524452,19,0,82.0,BBB
14984,525501,16,0,80.0,BBB
14984,525520,18,0,60.0,BBB
14984,525679,19,0,65.0,BBB
14984,525683,16,0,85.0,BBB
14984,525942,18,0,69.0,BBB
14984,526200,19,0,93.0,BBB
14984,526370,26,0,75.0,BBB
14984,526506,-1,1,72.0,BBB
14984,527020,18,0,69.0,BBB
14984,527164,18,0,70.0,BBB
14984,527227,16,0,75.0,BBB
14984,527313,26,0,73.0,BBB
14984,527382,33,0,67.0,BBB
14984,527400,15,0,63.0,BBB
14984,527659,18,0,47.0,BBB
14984,527886,19,0,90.0,BBB
14984,527980,15,0,90.0,BBB
14984,528161,17,0,79.0,BBB
14984,528175,17,0,71.0,BBB
14984,528220,19,0,62.0,BBB
14984,528250,4,0,68.0,BBB
14984,528261,16,0,85.0,BBB
14984,528353,18,0,84.0,BBB
14984,528649,19,0,55.0,BBB
14984,528698,-4,0,76.0,BBB
14984,528904,17,0,84.0,BBB
14984,528918,17,0,62.0,BBB
14984,529065,19,0,77.0,BBB
14984,529174,19,0,73.0,BBB
14984,529212,18,0,78.0,BBB
14984,529446,8,0,68.0,BBB
14984,529452,18,0,23.0,BBB
14984,529502,19,0,50.0,BBB
14984,530065,-3,0,49.0,BBB
14984,530153,18,0,78.0,BBB
14984,530226,19,0,60.0,BBB
14984,530266,19,0,60.0,BBB
14984,530493,19,0,70.0,BBB
14984,530669,19,0,39.0,BBB
14984,530987,38,0,45.0,BBB
14984,531027,19,0,60.0,BBB
14984,531205,26,0,,BBB
