company_id,employee_count,follower_count,time_recorded
2893575,9,770,1692817060
2083295,848,17648,1692817060
82695521,37,8601,1692817060
95019864,6,904,1692817060
613812,1555,133465,1692817060
54133543,49,8678,1692817060
1364228,74,18725,1692817060
35633786,5,36,1692817140
21514196,152,5039,1692817140
43558,99,4605,1692817140
22286034,18,801,1692817140
332139,158,29195,1692817140
79919162,6,2069,1692817140
11056,13096,1711262,1692817140
16029992,3,10,1692817140
123507,208,13328,1692817140
89930579,4,206,1692817140
701854,5708,54462,1692817140
29039424,41,4945,1692817140
10599076,297,93995,1692817140
16775,476,38407,1692817140
165747,74,22983,1692817140
29686,163,118109,1692817140
80294339,5,41,1692817140
11213065,11,316,1692817140
1091069,244,13646,1692817220
164834,9267,765364,1692817220
77129996,1,6,1692817220
15232600,5,613,1692817220
3540705,1404,107371,1692817220
2689946,237,157196,1692817220
164331,3582,258661,1692817220
7260,1200,196369,1692817220
1197199,51,18399,1692817220
2958,3157,49098,1692817220
729238,274,33488,1692817220
1179727,94,4101,1692817220
10324459,135,11818,1692817220
81350906,43,3774,1692817220
40909281,58,1309,1692817220
10801655,23951,537137,1692817220
701236,442,3527,1692817220
3384,27324,57319,1692817220
9454649,207,9525,1692817220
9180398,123,742,1692817220
3432,36660,278160,1692817220
17937,2577,515638,1692817220
7990,10315,81046,1692817220
89687784,3,139,1692817301
69419,557,2772,1692817301
641035,645,18494,1692817302
165257,6638,95517,1692817302
9223341,140,9316,1692817302
14070878,264,45720,1692817302
79815,213,20539,1692817302
52176410,28,23273,1692817302
10854663,26,23290,1692817302
45593,334,24530,1692817302
76412394,70,27600,1692817302
1656268,1540,180178,1692817302
6134,428,4012,1692817302
373568,361,215051,1692817302
545751,142,100308,1692817302
29091,95,23372,1692817302
2510434,258,2403,1692817382
2756204,853,192990,1692817382
18255,3991,53270,1692817382
16742,1681,40327,1692817382
15355,13,17555,1692817382
53185587,72,1031,1692817382
6088,5006,304446,1692817382
92409,226,11942,1692817382
14407234,40,9253,1692817382
1885564,36,1905,1692817382
6641761,245,3230,1692817382
5235,12457,2147585,1692817382
80705,729,3798,1692817382
40848932,3,152,1692817382
118551,43,1899,1692817382
27057164,19,8465,1692817382
7012604,38,10318,1692817382
30186,168,2039,1692817382
24836,659,11485,1692817382
12178391,7,851,1692817464
142571,357,34013,1692817464
11243687,131,26541,1692817464
1012425,454,1610,1692817464
2394652,2488,21277,1692817464
82533810,3,823,1692817464
6044,1954,350563,1692817464
78810685,5,95,1692817464
72456010,30,15501,1692817464
1463,83579,1460893,1692817464
29293182,6,13236,1692817464
77387513,23,24115,1692817464
18476,2123,853461,1692817464
2908367,1750,164650,1692817464
2648958,12,11790,1692817464
1977034,17,1426,1692817464
316938,485,7475,1692817464
3101619,8,2086,1692817545
827183,640,484532,1692817545
7032083,118,41004,1692817545
1373835,983,4956,1692817545
15240711,1592,207242,1692817545
9187114,207,64457,1692817545
74022590,15,9639,1692817545
27292,2098,679263,1692817545
34654317,31,70430,1692817545
14352,751,418426,1692817545
1841,87256,1663939,1692817545
2121,14567,143091,1692817545
92294,113,1261,1692817545
74303,35,1253,1692817545
8118,7104,68605,1692817545
232557,950,8185,1692817545
17900699,10,3363,1692817545
25461,585,252502,1692817545
7242,64102,221435,1692817545
4787,13092,1303832,1692817626
9328925,47,84911,1692817626
14113,811,47150,1692817626
77143692,53,2171,1692817626
67572051,2015,285305,1692817626
6575603,118,174651,1692817626
13713353,6,769,1692817626
73431608,0,658,1692817626
6587671,7,325,1692817626
10432834,41,1277,1692817626
18783638,26,1020,1692817626
84645,555,37749,1692817626
1369363,278,3616,1692817626
157240,296827,6146253,1692817626
165464,4886,309314,1692817626
33249838,13,6681,1692817626
140581,1546,69552,1692817626
9371344,447,11568,1692817626
3067,156740,5043809,1692817626
61677,2818,391824,1692817706
31356620,64,34805,1692817706
38117,287,215735,1692817706
1612340,89,15405,1692817706
417618,147,136350,1692817706
1637,42546,879477,1692817706
23740523,59,357,1692817706
11742196,17,170,1692817706
14467750,304,56996,1692817706
1783020,112,10591,1692817706
3684,971,220173,1692817706
475428,730,31209,1692817706
10247020,242,7554,1692817706
14392471,403,63653,1692817706
14628031,38,4194,1692817706
117620,81,10732,1692817706
124391,8,27915,1692817706
71010895,3,196,1692817706
5140,18359,1083228,1692817706
327412,169,6939,1692817706
88804,332,2560,1692817706
890145,1850,204470,1692817786
78095772,20,5159,1692817786
55215,997,71278,1692817786
318540,1092,103350,1692817786
2562128,657,83718,1692817786
33264,1501,40889,1692817786
1106954,61,9983,1692817786
99097,154,48818,1692817786
2826091,10,72,1692817786
37497578,7,6,1692817786
77712306,9,2130,1692817786
35642069,8,30,1692817786
1353,567835,13592250,1692817786
33278075,33,10990,1692817786
1681,32197,2609057,1692817786
17516,2731,40702,1692817786
35351,396,3802,1692817786
2684081,302,344958,1692817786
10469647,246,47336,1692817786
969699,7,7631,1692817866
481931,47,2740,1692817866
72483,7529,91979,1692817866
9195529,182,5714,1692817866
266132,82,41090,1692817866
96121422,53,1027,1692817866
26569406,25,227,1692817866
71001459,66,9146,1692817866
16164204,14,11168,1692817866
131001,77,623,1692817866
18921,557,80624,1692817866
89810312,1,93,1692817866
95675928,23,3563,1692817866
331509,202,50073,1692817866
375438,424,9394,1692817866
594182,29,755,1692817866
314772,9,351,1692817866
108486,71,6367,1692817866
1318,290191,7782514,1692817947
96692,962,125713,1692817947
1265173,31,1784,1692817947
1316967,133,11591,1692817947
72130268,2,24276,1692817947
7941225,145,112243,1692817947
4122,2899,62539,1692817947
1552579,848,19464,1692817947
961273,110,21422,1692817947
90396,745,97711,1692817947
2872071,4,1238,1692817947
8234,6788,42292,1692817947
1286891,695,75586,1692817947
75041012,89,47894,1692817947
80065524,24,5403,1692817947
80980042,47,3510,1692817947
20121834,75,1806,1692817947
14632005,366,139637,1692818027
1372291,42,17251,1692818027
78336991,5,3,1692818027
165295,24401,200460,1692818027
1851642,18,47391,1692818027
3758,3041,20756,1692818027
165118,10316,74134,1692818027
77607954,2,1544,1692818027
47040,1927,296939,1692818027
132625,161,54584,1692818027
911461,551,92554,1692818027
18348487,24457,2599978,1692818027
11229,4764,633515,1692818027
28129827,15,6932,1692818027
18660,295,5556,1692818027
503712,421,9484,1692818027
166340,9985,273646,1692818027
306672,59,7059,1692818027
70560,693,15168,1692818027
1679692,48,4605,1692818107
15956153,13,16,1692818107
26574100,34,10548,1692818107
28406927,21,291,1692818107
7288391,152,172,1692818107
816297,58,295,1692818107
21213719,427,5518,1692818107
2503130,1363,85924,1692818107
3029525,3155,57878,1692818107
48682,739,4204,1692818107
74702276,12,5211,1692818107
22208562,2173,63427,1692818107
27240013,19,6921,1692818107
42723251,547,6932,1692818107
163743,29737,664130,1692818107
5389219,32,931,1692818107
166421,3249,37921,1692818107
23841,485,19991,1692818107
79668835,135,5269,1692818107
4674,17957,138185,1692818187
16263152,42,2337,1692818187
35529,195,2630,1692818187
2183652,1109,453743,1692818187
37894,236,4242,1692818187
16118,3846,27382,1692818187
91743578,0,123,1692818187
27099119,72,1390,1692818187
56092,35,2363,1692818187
11190179,128,34051,1692818187
30679342,36,285,1692818187
1507699,79,3056,1692818187
1960295,78,1757,1692818187
3476,10095,3374336,1692818187
165383,5321,78349,1692818187
933942,344,17286,1692818187
2838631,1,7972,1692818187
2275216,29,656,1692818187
1952028,464,23881,1692818268
2615835,187,43089,1692818268
48528,301,19041,1692818268
35689556,115,36401,1692818268
586645,175,46215,1692818268
2474662,1122,554168,1692818268
23674217,33,10940,1692818268
156470,273,49706,1692818268
91447303,3172,526007,1692818268
14680,297,19300,1692818268
2604933,257,27529,1692818268
3809210,1,178,1692818268
3181342,737,43162,1692818268
86694680,1954,227557,1692818268
1335118,393,18214,1692818268
18340489,68,55891,1692818268
82712,112,1418,1692818268
2560345,195,32003,1692818351
65808,1241,40907,1692818351
766876,772,352953,1692818351
85964,292,33668,1692818351
1417153,58,42827,1692818351
18102043,42554,78871,1692818351
9185109,9,5531,1692818351
7973087,325,17179,1692818351
35184,591,12007,1692818351
1215629,450,184774,1692818351
10075319,122,45311,1692818351
36019,845,30230,1692818351
3269275,11,94,1692818351
9025,20022,39293,1692818351
4035,14152,315738,1692818351
6424460,379,10771,1692818351
1468,113785,2844474,1692818431
14606618,64,59332,1692818431
21738,1299,36126,1692818431
4433,3297,586775,1692818431
2788204,377,82812,1692818431
570420,441,83491,1692818431
712597,632,20943,1692818431
18298504,1707,12062,1692818431
10155672,118,441,1692818431
54317927,28,488,1692818431
76777166,1,2107,1692818431
25929,187,29411,1692818431
2875,1056,261271,1692818431
151898,36,384,1692818431
632140,618,78968,1692818431
986449,3507,24573,1692818431
2899266,72,24030,1692818431
4419,3837,35181,1692818511
11822654,26,251,1692818511
79383535,21144,1746765,1692818511
869128,217,91392,1692818511
3591245,14,113,1692818511
5021998,126,28132,1692818511
11618,3916,62002,1692818511
215561,207,235548,1692818511
2114711,16,22840,1692818511
10833297,176,52201,1692818511
18456165,78,760,1692818511
9889773,147,3590,1692818511
3364,34702,603203,1692818511
1167975,408,6455,1692818511
11544533,9,67,1692829514
6274163,1,78,1692829514
9817526,472,9588,1692829514
8593,7377,40931,1692829514
163227,626,27392,1692829514
54819446,23,138,1692829514
252624,1771,11720,1692829514
217273,474,35625,1692829514
25030757,34,258,1692829514
9201,4064,83178,1692829514
298409,394,146728,1692829514
981830,46,1977,1692829514
56833,1493,87013,1692829514
1970,46289,409766,1692829514
95267,83,66018,1692829514
61397771,5,13,1692829563
418451,309,2654,1692829563
6915,5797,78683,1692829563
2152,25435,800457,1692829563
94181897,2,49,1692829563
25038366,14,108,1692829563
5336314,7,508,1692829563
18449575,189,26892,1692829563
202287,309,2055,1692829563
65529778,22,6411,1692829563
7463,6323,60868,1692829563
162258,13221,83707,1692829563
162807,5125,641899,1692829563
81962756,5,70,1692829563
11028871,241,2403,1692829563
28612425,14,297,1692829563
6382239,221,45001,1692829563
6638223,34,7157,1692829611
13421086,86,13441,1692829611
2928642,178,2044,1692829611
162547,8572,81923,1692829611
2314143,217,26267,1692829611
155710,58,16546,1692829611
2124763,362,7664,1692829611
94079,2955,51309,1692829611
89686436,6,4325,1692829611
21784,188,108455,1692829611
33125878,118,35615,1692829611
5131340,176,8749,1692829611
284382,809,219177,1692829611
38092727,12,670,1692829611
1967752,71,1404,1692829611
352246,300,1539,1692829611
3505146,67,965,1692829611
1251463,71,3679,1692829659
31032366,31,18174,1692829659
145137,429,6033,1692829659
30498,8160,68215,1692829659
53939277,12,46,1692829659
853789,530,7019,1692829659
1265059,1,1952,1692829659
211869,199,69229,1692829659
27903,104,33301,1692829659
164920,2821,81774,1692829659
118698,175,16015,1692829659
2403625,219,55822,1692829659
64969581,1,29,1692829708
1117735,1,180,1692829708
230197,47,1986,1692829708
24995091,449,1249,1692829708
40739208,12,843,1692829708
14633226,108,2713,1692829708
5234457,122,73929,1692829708
5260930,123,14298,1692829708
10841679,98,41199,1692829708
8861597,10,32,1692829708
10616113,171,63129,1692829708
104243,55,260,1692829708
280956,59,8696,1692829708
18758749,147,47043,1692829708
35581547,63,127,1692829708
82263,42,19526,1692829708
5084329,279,35001,1692829708
95734231,8,378,1692829757
19626,219,76591,1692829757
383369,77,72432,1692829757
290493,354,4714,1692829757
68951389,14,13703,1692829757
2168893,107,37609,1692829757
26793,3498,137914,1692829757
22003,1068,46442,1692829757
2644830,22,163,1692829757
236019,215,8343,1692829757
4126,57799,1554360,1692829757
3240627,388,27594,1692829757
8524,8804,1000654,1692829757
7893064,93,7154,1692829757
52119691,28,1015,1692829805
210064,137255,3184299,1692829805
11133123,836,123815,1692829805
37476400,27,195,1692829805
10076831,16,1571,1692829805
2864539,9,5049,1692829805
743843,85,89224,1692829805
11553420,1102,116391,1692829805
1158192,107,17862,1692829805
2121817,343,280898,1692829805
15650165,19,24,1692829805
8117,2309,554370,1692829805
9089,7918,431343,1692829805
2132152,217,2807,1692829805
2511837,115,10041,1692829805
15571126,20,85,1692829805
235340,135,8739,1692829805
27016907,8,182,1692829805
528217,491,12000,1692829853
82120874,8,3981,1692829853
894315,173,5219,1692829853
17975937,176,22448,1692829853
90198358,576,31066,1692829853
164766,726,340697,1692829853
207697,9,24675,1692829853
80055,137,14297,1692829853
27244722,59,868,1692829853
77185102,91,15165,1692829853
12601035,6,201,1692829853
590130,412,23462,1692829853
14629065,68,10421,1692829853
248184,748,108512,1692829853
2734,74236,2060447,1692829853
946733,37,4101,1692829853
10995060,126,21650,1692829902
62381783,15,105,1692829902
200685,191,10635,1692829902
14336,2623,38434,1692829902
16162070,85,217,1692829902
3618762,91,3255,1692829902
35516710,350,1696,1692829902
413796,126,118152,1692829902
91334459,6,103,1692829902
347685,1328,16229,1692829902
280561,779,3127,1692829902
1135366,583,5837,1692829902
40894,2045,246809,1692829902
3163363,150,5556,1692829902
18613449,568,9223,1692829902
6405924,20,13353,1692829950
251970,309,4065,1692829950
34748771,1,52,1692829950
670231,8,25,1692829950
5038190,38,822,1692829950
2297840,624,71183,1692829950
10126963,364,363935,1692829950
68889,5157,270766,1692829950
35657035,20,196,1692829950
162999,3176,36292,1692829950
911430,879,22767,1692829950
11861673,45,157,1692829950
96344069,2,40,1692829950
15183489,333,57044,1692829950
76665811,15,592,1692829950
33238399,8,555,1692829950
8602,9611,285297,1692829950
2531104,238,115446,1692829998
3725929,76,1503,1692829998
70915780,58,319124,1692829998
3626487,56,30208,1692829998
5236573,80,12690,1692829998
948229,36,8812,1692829998
37207749,1734,11334,1692829998
1611410,239,4762,1692829998
10794395,1,6169,1692829998
89581254,22,22932,1692829998
2049094,84,20719,1692829998
698935,66,5963,1692829998
66939019,5,372,1692829998
1907823,296,9922,1692829998
64738928,1419,193814,1692830047
71049308,5124,40623,1692830047
60836398,5,69,1692830047
10653666,34,5597,1692830047
30116,678,13046,1692830047
10853673,115,35725,1692830047
25371,4932,35986,1692830047
52129901,19,5900,1692830047
25066691,129,29286,1692830047
201351,10987,571493,1692830047
77153,349,4763,1692830047
15919280,63,800,1692830047
2420612,180,5745,1692830047
107021,280,56821,1692830095
13333,314,62903,1692830095
4725,44529,1312371,1692830095
1036445,85,2619,1692830095
64997233,11,525,1692830095
243711,245,221386,1692830095
675578,26,187,1692830095
53971,6140,58262,1692830095
35495086,88,32149,1692830095
61400,532,10496,1692830095
35475885,118,71949,1692830095
2985733,831,336570,1692830095
3283052,6884,135934,1692830095
3079692,26,433,1692830095
71015526,87,2763,1692830095
63086,578,73769,1692830095
18715975,27,586,1692830095
13643656,49,4795,1692830144
2890366,1324,5011,1692830144
71070208,167,6092,1692830144
75581097,153,75489,1692830144
3789,55806,1297457,1692830144
82315512,1,16,1692830144
7600286,9,1100,1692830144
956827,7,7515,1692830144
4060,40637,1128123,1692830144
16090980,10,74,1692830144
28863552,14,695,1692830144
1955819,750,11870,1692830144
8367,765,26385,1692830144
310015,528,106027,1692830144
1975865,107,37212,1692830144
11021041,154,2795,1692830193
10577525,57,5869,1692830193
6379951,37,95424,1692830193
2944478,254,17643,1692830193
2763211,319,6853,1692830193
1676298,38,2585,1692830193
91417994,19,19,1692830193
232394,76,88192,1692830193
28178724,4,136,1692830193
1939425,80,1357,1692830193
14699670,926,122230,1692830193
2952162,94,1489,1692830193
92229,22,8125,1692830193
24999265,106,3280,1692830193
5275,24323,565003,1692830193
31346550,127,31107,1692830193
3887035,122,10474,1692830193
74906914,47,44081,1692830193
50215,6858,291444,1692830193
27207386,21,51221,1692830193
4828495,721,41847,1692830193
10309372,71,59236,1692830242
2670623,14,1834,1692830242
3123217,128,180630,1692830242
3860052,2,41,1692830242
27152943,21,803,1692830242
620532,408,5170,1692830242
87599,322,18917,1692830242
80474367,2,713,1692830242
55546,222,5261,1692830242
3714038,67,3332,1692830242
107265,277,1248,1692830242
16198955,297,4152,1692830242
40760236,0,4,1692830242
37914,1643,62739,1692830242
2691463,340,104766,1692830242
20468,432,24571,1692830242
2532635,127,91443,1692830242
2721914,1163,47201,1692830290
18622011,68,18666,1692830290
731128,271,157781,1692830290
52119,32,25243,1692830290
1379054,124,1025,1692830290
3598625,299,10192,1692830290
16388,3023,436269,1692830290
1805509,313,14525,1692830290
15231695,18,3261,1692830290
1903333,50,1666,1692830290
3817445,74,412,1692830290
8047188,77,18583,1692830290
809218,1322,12549,1692830290
162528,3146,224765,1692830338
11294318,2,2642,1692830338
1267359,534,3335,1692830338
70461533,4,6644,1692830338
206415,380,1688,1692830338
2842,18705,364115,1692830338
9211944,70,30786,1692830338
1613038,59,71217,1692830338
2344502,382,23110,1692830338
9070,10100,108772,1692830338
80137739,14,6335,1692830338
3304338,59,511,1692830338
15405878,10,47,1692830338
166572,27561,411576,1692830338
19076380,27,27285,1692830338
9667,4573,35306,1692830338
9999119,87,6281,1692830338
22803,2749,56323,1692830387
53438162,7,639,1692830387
4023852,42,5674,1692830387
797698,117,2897,1692830387
9201883,152,58590,1692830387
4030966,167,4634,1692830387
24642,140,9275,1692830387
79816265,128,25221,1692830387
1230582,225,3830,1692830387
27283627,69,3665,1692830387
18421460,11,101,1692830387
10891993,24,116,1692830387
10140364,36,46709,1692830436
6186466,2441,14950,1692830436
6645155,28,338,1692830436
1582517,46,7139,1692830436
2713586,875,86880,1692830436
71138158,74,8160,1692830436
450323,80,142272,1692830436
1779663,37,4790,1692830436
156075,489,4470,1692830436
3043632,67,1284,1692830436
83485822,10,16882,1692830436
12904366,18,2106,1692830436
3045437,916,100418,1692830436
2397781,40,593,1692830436
93306581,16,548,1692830436
452426,1552,21706,1692830484
86813252,96901,3348128,1692830484
164708,2936,178450,1692830484
565927,470,10067,1692830484
2307,9644,1414897,1692830484
375293,113,45667,1692830484
465010,28,1122,1692830484
85691,141,2732,1692830484
14651,529,176767,1692830484
2819,3384,264487,1692830484
531400,56,1053,1692830484
25071399,14,248,1692830484
462487,53,1874,1692830484
1396879,431,4976,1692830484
1410451,213,42734,1692830532
1759010,97,43036,1692830532
18097379,837,24466,1692830532
67183490,19,2874,1692830532
1984030,222,23349,1692830532
66436,340,30013,1692830532
3825965,311,23416,1692830532
340377,65,1747,1692830532
14562893,3002,294516,1692830532
1373,52371,947461,1692830532
146782,121,101475,1692830532
79011799,26,31152,1692830532
10612451,37,13192,1692830532
224006,6039,1475414,1692830532
1756,234109,5294206,1692830532
13275448,166,7844,1692830581
2393241,35,35522,1692830581
254975,280,3209,1692830581
24775193,109,6990,1692830581
89143472,2,4,1692830581
13271269,77,11691,1692830581
80976980,39,16249,1692830581
5214874,11,168,1692830581
2214751,51,2307,1692830581
11506900,617,26688,1692830581
25715,1283,25600,1692830581
19902,77,18668,1692830581
10287094,9,1070,1692830581
16124699,7,249,1692830581
10592265,188,1982,1692830581
18802934,47,6236,1692830629
